Jenis Kelamin,Umur_Group,Wilayah,Tanggapan_Final,Dimensi_Utama,Sub_Dimensi,Sentimen
Perempuan,12-14 tahun,Sibolga Utara,tangan asa sakit pegang barangbarang baju mandi,2. Kesehatan,6.1.4.1 Kebutuhan sandang,Negatif
Perempuan,12-14 tahun,Sibolga Utara,makan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,12-14 tahun,Sibolga Utara,makan,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,12-14 tahun,Sibolga Utara,tangan cebok,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Sibolga Utara,dingin,6. Harapan Anak,Lainnya,Netral
Perempuan,12-14 tahun,Sibolga Utara,semut,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Sibolga Utara,saat rasa tangan saya asa pegal sakit lelah angkat barang,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,12-14 tahun,Sibolga Utara,saat rasa tangan saya asa pegal sakit lelah angkat barang,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,12-14 tahun,Sibolga Utara,saat rasa tangan saya asa pegal sakit lelah angkat barang,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,12-14 tahun,Sibolga Utara,suruh ngangkat air,Lainnya,1.2.2 Pelibatan pembersihan,Netral
Perempuan,12-14 tahun,Sibolga Utara,angkat batu bantu beres rumah cuci piring,4. Kesejahteraan Sosial,1.2.2 Pelibatan pembersihan,Netral
Perempuan,12-14 tahun,Sibolga Utara,angkat batu bantu beres rumah cuci piring,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,12-14 tahun,Sibolga Utara,angkat batu bantu beres rumah cuci piring,4. Kesejahteraan Sosial,4.3.1 Akses bantuan,Netral
Perempuan,12-14 tahun,Sibolga Utara,angkat batu bantu beres rumah cuci piring,4. Kesejahteraan Sosial,5.3.1 Solidaritas,Netral
Perempuan,12-14 tahun,Sibolga Utara,kaki asa sakit pegal lari saat jadi bencana alam,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,12-14 tahun,Sibolga Utara,kaki asa sakit pegal lari saat jadi bencana alam,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,12-14 tahun,Sibolga Utara,kaki asa sakit pegal lari saat jadi bencana alam,2. Kesehatan,5.2.1 Evakuasi,Negatif
Perempuan,12-14 tahun,Sibolga Utara,capek lari kaki sakit kaki luka,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,12-14 tahun,Sibolga Utara,capek lari kaki sakit kaki luka,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,12-14 tahun,Sibolga Utara,capek lari kaki sakit kaki luka,2. Kesehatan,5.2.1 Evakuasi,Negatif
Perempuan,12-14 tahun,Sibolga Utara,sakit luka kena duri lari angkat barang,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,12-14 tahun,Sibolga Utara,sakit luka kena duri lari angkat barang,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,12-14 tahun,Sibolga Utara,sakit luka kena duri lari angkat barang,2. Kesehatan,5.2.1 Evakuasi,Negatif
Perempuan,12-14 tahun,Sibolga Utara,jalan bantu orangrua orang berlariperlombaan lari mulai naik mainmain teman berjalanjalan sekolah,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Perempuan,12-14 tahun,Sibolga Utara,jalan bantu orangrua orang berlariperlombaan lari mulai naik mainmain teman berjalanjalan sekolah,1. Pendidikan,4.3.1 Akses bantuan,Netral
Perempuan,12-14 tahun,Sibolga Utara,jalan bantu orangrua orang berlariperlombaan lari mulai naik mainmain teman berjalanjalan sekolah,1. Pendidikan,5.2.1 Evakuasi,Netral
Perempuan,12-14 tahun,Sibolga Utara,jalan bantu orangrua orang berlariperlombaan lari mulai naik mainmain teman berjalanjalan sekolah,1. Pendidikan,5.3.1 Solidaritas,Netral
Perempuan,12-14 tahun,Sibolga Utara,jalan bantu orangrua orang berlariperlombaan lari mulai naik mainmain teman berjalanjalan sekolah,1. Pendidikan,6.2.1 Infrastruktur publik,Netral
Laki laki,12-14 tahun,Sibolga Utara,sedikit santai,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Sibolga Utara,rumahrumah ada,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Laki laki,12-14 tahun,Sibolga Utara,suara sungai bunyi batu bergetargetar,5. Pengetahuan Bencana,Lainnya,Netral
Laki laki,12-14 tahun,Sibolga Utara,suara hujan,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Sibolga Utara,suara batu,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Sibolga Utara,suara petir,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Sibolga Utara,mau temu keluarga,3. Perlindungan Anak,3.4.1 Kehilangan keluarga,Netral
Laki laki,12-14 tahun,Sibolga Utara,indomie,Lainnya,2.2.7 Keterbatasan makanan,Netral
Laki laki,12-14 tahun,Sibolga Utara,senang,Lainnya,Lainnya,Positif
Laki laki,12-14 tahun,Sibolga Utara,ada,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Sibolga Utara,takut jantung degdeg an khawatir,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Laki laki,12-14 tahun,Sibolga Utara,kenapakenapa,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Sibolga Utara,tangan kilir,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Sibolga Utara,kaki kenapakenapa,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,ingin selamat orang tua,6. Harapan Anak,4.2.1 Perubahan pola asuh,Netral
Laki laki,8-11 tahun,Tapsel,handphone hilang,Lainnya,Lainnya,Negatif
Laki laki,8-11 tahun,Tapsel,menyelmatkan orang jadi super hero,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,selamat orang,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,pasrah hari akan mati nyata selamat aku rasa takut akan hanyut bawa air deras aku takut masih berani tenang,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Laki laki,8-11 tahun,Tapsel,pasrah hari akan mati nyata selamat aku rasa takut akan hanyut bawa air deras aku takut masih berani tenang,3. Perlindungan Anak,4.1.1.2 Kerusakan rumah,Negatif
Laki laki,8-11 tahun,Tapsel,banyak kayu,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,garoga kosong,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,kosong,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,hancur garoga,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,orang hanyut,Lainnya,4.1.1.2 Kerusakan rumah,Netral
Laki laki,8-11 tahun,Tapsel,ria,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,tiang listrik,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,banyak batu,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,banyak kayukayu,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,lihat orang hanyut,Lainnya,4.1.1.2 Kerusakan rumah,Netral
Laki laki,8-11 tahun,Tapsel,siapa mereka temu mereka cerita,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,makan roti,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Laki laki,8-11 tahun,Tapsel,makan roti,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Laki laki,8-11 tahun,Tapsel,makan ayam,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Laki laki,8-11 tahun,Tapsel,makan ayam,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Laki laki,8-11 tahun,Tapsel,makan daging sapi,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Laki laki,8-11 tahun,Tapsel,makan daging sapi,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Laki laki,8-11 tahun,Tapsel,air putih,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,indomie nasi,Lainnya,2.2.7 Keterbatasan makanan,Netral
Laki laki,8-11 tahun,Tapsel,asa biasa aja bosan karna makan ituitu terus,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Laki laki,8-11 tahun,Tapsel,asa biasa aja bosan karna makan ituitu terus,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Laki laki,8-11 tahun,Tapsel,lebih banyak rasa sakit tangan kaki,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Laki laki,8-11 tahun,Tapsel,nyaman sering hujan angin kencang,3. Perlindungan Anak,3.6.1 Ruang aman,Positif
Laki laki,8-11 tahun,Tapsel,karna tenda takut banjir,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Laki laki,8-11 tahun,Tapsel,kondisi dingin,6. Harapan Anak,Lainnya,Netral
Laki laki,8-11 tahun,Tapsel,rasa sakit bagi pinggang perut sakit tangan kaki,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Laki laki,8-11 tahun,Tapsel,rasa sakit bagi pinggang perut sakit tangan kaki,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Laki laki,8-11 tahun,Tapsel,tangan sakit karna pegang sama apa tidak hanyut,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Laki laki,8-11 tahun,Tapsel,tangan sakit karna pegang sama apa tidak hanyut,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Laki laki,8-11 tahun,Tapsel,kaki sakit karna tahan bisa pegang sama apa tidak hanyut,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Laki laki,8-11 tahun,Tapsel,kaki sakit karna tahan bisa pegang sama apa tidak hanyut,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Laki laki,8-11 tahun,Tapsel,kaki sakit,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Laki laki,8-11 tahun,Tapsel,kaki sakit karna main air,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Laki laki,8-11 tahun,Tapsel,kaki sakit karna main bola,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,8-11 tahun,Tapsel,rasa sedih takut hilang orang tua,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,8-11 tahun,Tapsel,rasa sedih takut hilang orang tua,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,8-11 tahun,Tapsel,rasa sedih takut hilang orang tua,3. Perlindungan Anak,4.2.1 Perubahan pola asuh,Negatif
Perempuan,8-11 tahun,Tapsel,sedih takut,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,8-11 tahun,Tapsel,sedih takut,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,8-11 tahun,Tapsel,rasa sedih banjir datang bawa gelondong kayu,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,8-11 tahun,Tapsel,takut hilang orang tua kakak abang resah sakit kena kayu,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,8-11 tahun,Tapsel,takut hilang orang tua kakak abang resah sakit kena kayu,2. Kesehatan,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,8-11 tahun,Tapsel,takut hilang orang tua kakak abang resah sakit kena kayu,2. Kesehatan,3.4.1 Kehilangan keluarga,Negatif
Perempuan,8-11 tahun,Tapsel,takut hilang orang tua kakak abang resah sakit kena kayu,2. Kesehatan,4.2.1 Perubahan pola asuh,Negatif
Perempuan,8-11 tahun,Tapsel,rasa sakit hati,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,8-11 tahun,Tapsel,gelondong kayu besar air besar,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Tapsel,waktu rumah indah sekarang jadi kayu gelondong,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,8-11 tahun,Tapsel,godong kayu besar air besar dulu ada banjir kayu besar desa garoga indah,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Tapsel,lihat kayu gelondong besar,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Tapsel,lihat air besar air alir terus kayukayu lewat rumah hancur huni garoga banyak mati sekarang warga garoga gak banyak,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,8-11 tahun,Tapsel,dulu sangat senang garoga banyak pohon hijau sekarang hancur berkepingkeping,5. Pengetahuan Bencana,5.1.2 Penebangan pohon,Positif
Perempuan,8-11 tahun,Tapsel,banyak kayu,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Tapsel,garoga kosong,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Tapsel,kosong,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Tapsel,hancur garoga kosong,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Tapsel,berita banyak orang mati nyata hoax,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Tapsel,dengar teman selamat,3. Perlindungan Anak,Lainnya,Netral
Perempuan,8-11 tahun,Tapsel,dengar orangtua sedih,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
